submission_id,comment_id,name,organization,date,comment_text
15156,15156-26083,Andrew J. Lanza,New York State Senate,"September 9, 2022","Once again, we should look to London, where the clogged main and arterial roadways across the city have had a particularly deleterious impact on communities outside the congestion pricing zone. Spillover traffic and motorists trying to avoid congestion now take circuitous routes through residential areas across the city and in neighborhoods in Outer London – what locals pejoratively call “rat running.” Rat running has led to traffic in otherwise quiet, arterial roads to double in the decade between 2009 and 2019, according to DfT data. The problem has gotten so bad that many borough officials began taking matters into their own hands, embarking on a new car-reduction plan called Low Traffic Neighborhoods by erecting barriers to prevent outside motorists from using their streets. The EA supports this:"
15156,15156-26086,Andrew J. Lanza,New York State Senate,"September 9, 2022","• Those travelling outside the CBD will see no reduction, and likely higher traffic volumes, despite the overwhelming number of New Yorkers who face congestion in Brooklyn, Queens, Staten Island, the Bronx, Nassau, on Long Island, the Hudson Valley, New Jersey, and Connecticut. In fact, even the optimistic data within the EA, shows traffic overall getting worse for Long Island, New Jersey, and Connecticut. In sum, the people who will pay the price get worse traffic. (Table ES-4) Mid-day and PM traffic volumes approaching the westbound George Washington Bridge will result in additional traffic throughout its northern Manhattan and South Bronx approaches. (4B-21) The EA estimates this will double pedestrian volume at already overcrowded NYC Subway stations in and around the central business district. (Table ES-4) The CBD Tolling Program Could Have Disastrous Health Impacts"
15156,15156-26091,Andrew J. Lanza,New York State Senate,"September 9, 2022","Even so, these estimates are troubling, especially when you look at the effect London’s congestion pricing has had on air pollution in Outer London and its suburbs over the last two decades. The toxic air pollution being caused by the increased traffic there is leading to nearly 4,000 premature deaths a year and children being born at lower birthweight, stunted lungs, and higher incidences of asthma, according to a recent study by the Imperial College of London. The CBD Tolling Program is a Regressive Tax"
15156,15156-26087,Andrew J. Lanza,New York State Senate,"September 9, 2022","Other concerning EA findings: • In every scenario, Staten Island will see more congestion from personal vehicles and trucks on highways and local streets. (Table 4A-25 & 4A-26) • In every alternative, the Bronx will see more traffic from thousands of additional commercial trucks, and in almost every scenario, the Bronx will see more traffic from personal vehicles. (Table 4A-28 &4A-29) Most of this additional traffic will be on the Cross Bronx Expressway, which has the distinction of having some of the worst asthma health outcomes in the nation. This tolling program will have little impact on the day-to-day life of wealthy commuters or residents within the Manhattan CBD. But the vast majority of the 1,856,000 people who enter the CBD by car each day – working- and middle-class residents of the outer boroughs and suburbs - and will now be forced to pay for these fortunate few. That is far greater than the entire population and beneficiaries living within the CBD. (EA Page 1-13). Even the EA begrudgingly admits, this toll would disproportionately impact on low-income New Yorkers, making this program a new regressive tax. (Table ES-4). Other EA findings:"
15156,15156-26090,Andrew J. Lanza,New York State Senate,"September 9, 2022","• The amount of total vehicle miles traveled throughout the 28-county study area will be reduced by between 0.2% and 0.4% by implementing any of the tolling scenarios as compared to taking no action, and by 2045, that number will only climb to a maximum of 0.5% at best. Meaning, it is a $1 billion annual tax on the region, without any regional benefit. (Table 4A-6, 4A-7 & 4A-14) The increase in daily commuting costs for auto drivers from New York City outside of the CBD will range from 7.9% to 37.2%, most significantly impacting lower income and minority drivers. Increases to Long Island, Hudson Valley, New Jersey, and Connecticut drivers will range from 5.8% to 26.5% (Table 4A-18) Drivers from New York City outside of the CBD can possibly face total daily tolls of up to $38.20, with the tolls having a disproportionate effect on lowincome families (Table 4A-19) No alternatives to generate $1 billion in revenue other than car-related fees were considered by the MTA that could spread the cost out more equitable and progressively through the regional population. The EA estimates the CBD Tolling Program would increase dangerous atmospheric pollutants – particulate matter, nitrogen dioxide, carbon monoxide, and volatile organic compounds – for Staten Island and the Bronx (Table 10-8). Considering the predicted increases in spillover traffic, particularly the hundreds of new trucks expected to fill the roads in these boroughs each hour, these estimates are laughably low and defy common sense (Table ES-4). Congestion Pricing Is Not a Budget Unicorn"
15156,15156-26092,Andrew J. Lanza,New York State Senate,"September 9, 2022","Congestion charge payments in London accounted for £232m (about $275 million) in revenue in 2021, or less than four percent of the total revenue for Transport for London (TfL), the city’s public transportation agency. Those figures came in after Mayor Sadiq Kahn increased the daily rate from £11.50 to £15 ($13 to $17.75) and adjusted the operating hours to includes 6PM-10PM and weekends to try to boost the agency’s income. The city’s congestion charge has failed to generate enough revenue to help TfL survive a precipitous drop in ridership and an economic downturn. The agency recently needed a $6 billion bailout from the federal government just to stay afloat. Considering London’s significantly higher traffic volumes, there is no chance the CBD Tolling Program would come close to generating the $1 billion MTA is projecting in the EA – especially when that figure does not incorporate exemptions that are being considered for New Jersey drivers, for-hire vehicles, and others. Given the MTA’s long, notorious history of fiscal mismanagement, cost-overruns, and failures to meet even the most generous project deadlines, it is simply magical"
15156,15156-26093,Andrew J. Lanza,New York State Senate,"September 9, 2022","Given all of these factors, to say that the Central Business District Tolling Program is problematic is an understatement: It is a disaster waiting to happen. We cannot in good conscience support a project that would be so harmful to so many New York City residents, and as leader of this state, we urge you to reconsider. Thank you for your time, courtesy, and consideration. Very truly yours, Joseph C. Borelli Council Minority Leader District 51 Nicole Malliotakis Member of Congress NY-11 David Carr Council Member District 50 Kamillah Hanks Council Member District 49 Inna Vernikov Minority Whip District 48 Ari Kagan Council Member District 47 Kalman Yeger Council Member District 44 Joann Ariola Council Member District 32 Robert Holden Council Member District 30 Vickie Paladino Council Member District 19 Andrew J. Lanza NYS Senator District 24 Diane J. Savino NYS Senator District 23 Simcha Felder NYS Senator District 17 Vito Fossella Borough President Staten Island Michael Tannousis Member of Assembly District 64 Michael Cusick Member of Assembly District 63 Michael W. Reilly Member of Assembly District 62 Charles D. Fall Member of Assembly District 61 Nikki Lucas Member of Assembly District 60 Simcha Eichenstein Member of Assembly District 48"
14426,14426-26736,Mendy Lasker,"Trustee Village of Pomona, Rockland County","September 8, 2022","We are a group of concerned elected officials in Rockland County. We write to you in opposition of the current plan to charge Rockland County residents with the new congestion pricing, and we are putting forth our request that Rockland County residents be exempt from paying this surcharge. Unlike our neighbors east of the Hudson who have nearly 45 train stations, we in Rockland County have only 5 stations, none of which have trains going directly into Manhattan. Until the transit access to the city is vastly improved, congestion pricing will amount to an unfair tax to subsidize a transit system that does not equitably serve our community. Our residents will be charged thousands of dollars per year for their drive into the city without having a convenient transit alternative. For the past decade, we were forced to subsidize mass transit for the rest of our region as we contributed millions of dollars annually -- far more than the MTA invests into our County."
14426,14426-26738,Mendy Lasker,"Trustee Village of Pomona, Rockland County","September 8, 2022","The complete disregard of the residents who live West of the Hudson has been evident in every step of the congestion pricing plan as we don’t even have a voice at the table when decisions are made on these matters. Therefore, we urge you to exempt Rockland County residents from congestion pricing as long as there is no viable one seat ride option into Manhattan. Thank you for your consideration of this matter. Aron Wieder Legislator Rockland County Itamar Yeger Chaim Rose Moshe Greenberg Trustee Village of Chestnut Ridge, Rockland County Trustee Village of Pomona, Rockland County Legislator Rockland County Shalom Mintz Abe Sicker Deputy Mayor Village of New Hempstead, Rockland County Mayor Village of New Hempstead, Rockland County David Wanounou Council Member Town of Ramapo, Rockland County Shimon Moses Deputy Mayor Village of Airmont, Rockland County Isaac Weiss Trustee Village of Airmont, Rockland County Shmuli Fromovitz Trustee Village of Chestnut Ridge, Rockland County Adam Reich Trustee Village of New Hempstead, Rockland County Moshe Shullgasser Trustee Village of New Hempstead, Rockland County Sruly Eisenbach Trustee Village of Spring Valley, Rockland County Joseph Gross Trustee Village of Spring Valley, Rockland County Asher Grossman Jennifer Eisenstein Trustee Village of Spring Valley, Rockland County Trustee Village of New Hempstead, Rockland County Israel Cherns Ilan Fuchs Trustee Village of Wesley Hills, Rockland County Deputy Mayor Village of Pomona, Rockland County Milton Shwartz Mendy Lasker Trustee Village of Pomona, Rockland County Trustee Village of Wesley Hills, Rockland Count Response to Mendy Lasker, Trustee Village of Pomona, Rockland County, September 8, 2022 (Submission 14426)"
14426,14426-26737,Mendy Lasker,"Trustee Village of Pomona, Rockland County","September 8, 2022","With respect to the CBD toll being a new tax, unlike a new tax, the proposed CBD toll would not apply to everyone. Rather, it would apply to people who drive into or out of the Manhattan CBD. Transit riders already have a cost associated with their travel to the Manhattan CBD since they must pay a fare to use the service, but these costs are not currently paid by drivers using certain routes. A toll to enter the Manhattan CBD for drivers is like the user fee (fare) paid by transit riders. Consistent with the Traffic Mobility Act, MTA would use the net revenue generated by the CBD Tolling Program to fund transit and commuter rail projects in the MTA 2020–2024 Capital Program and successor programs. Ten percent of the net revenues would be allocated to investments in Metro-North Railroad, which provides service in Rockland County. The CBDTP would improve travel conditions in Manhattan for all travelers to the Manhattan CBD by reducing peak-hour traffic entering and leaving the City. All vehicle operators in Manhattan would benefit from reduced travel times and reduced fuel consumption, which importantly includes Rockland drivers who visit and work in New York. Revenues invested in maintaining and enhancing NYCT buses and subways would also benefit those from Rockland County traveling throughout the City via public transit. See also responses to Frequently Received Comment 4, Frequently Received Comment 18, and Frequently Received Comment 23."
9108,9108,Assemblyman Mike Lawler,New York State Assembly,"August 25, 2022","Good evening. Thank you very much for the opportunity to speak with you tonight. I think the hearing certainly was informative and I appreciate the opportunity to speak. I represent Rockland County and Rockland County is the only county in the MTA region that has a value gap. We pay 50 million more in taxes to the MTA than services we receive. It's totally unacceptable. Congestion pricing is nothing more than a money grab. This has been a plan to tax suburban communities. In Rockland County, we do not have a one-seat ride -- express rail service has been limited. The MTA even threatened to eliminate it during the pandemic. Totally unacceptable. And now what you're proposing is to tax Rockland County residents at $23 a hit for coming into Lower Manhattan to go to work; that's cops, that firefighters, first responders. It's totally insane. We are forced to cross over the Tappan Zee Bridge or go through the Holland or Lincoln Tunnels to get into the city. We do not have adequate mass transit service. And yet, we're expected to pay for your bloated and out-of-control agency. The MTA is the worst-run authority in the country. Period. You guys borrow billions of dollars every year. You're given billions of dollars by the state. You were given billions in a federal bailout. And now you want to tax New York State suburban commuters and New Jersey commuters. And you want to tax them at about $6,000 a year in addition to the tolls they already pay. And we all know in Rockland County, there's not going to be one ounce of investment that comes towards upgrading our ability to get a one-seat ride that comes towards upgrading our ability for our commuters to get into Manhattan to work. So I am totally opposed to this plan. I have put a bill in into state legislature to repeal it. It should be repealed in full. Should I be a member of congress next year, I will work to end this program in its entirety. It has never worked wherever it has been implemented around the world. And for this to be put forward as a plan knowing full well what you are all attempting to do, which is to just take more money and invest it in New York City and pay for your operations because it has been so poorly managed for over 30 years. So I -- at a time with inflation being at a 40-year high, gas prices hovering around $5 a gallon, taxes being through the roof, this plan needs to be dead on arrival."
15164,15164-26192,Nikki Lucas,New York State Assembly,"September 9, 2022","THE COUNCIL DISTRICT OFFICE OF 2955 VETERANS ROAD WEST, 2E STATEN ISLAND, NY 10309 PHONE: (718) 984-5151 FAX: (718) 948-1592 THE CITY OF NEW YORK JOSEPH C. BORELLI MINORITY LEADER sanguine conclusions, since London is now the most congested city in the world, according to INRIX, a leading worldwide traffic analytics firm (see Inrix Global Traffic Scorecard, 2021). Certainly, we should be skeptical if we are copying a congestion pricing program that, after two decades, has resulted in far worse traffic than New York City currently experiences. CITY HALL 250 BROADWAY, SUITE 1551 NEW YORK, NY 10007 PHONE: (212) 788-7159 Borelli@council.nyc.gov COUNCIL MEMBER, 51ST DISTRICT, STATEN ISLAND The Potential Benefits of the CBD Tolling Program are Being Oversold"
15164,15164-26193,Nikki Lucas,New York State Assembly,"September 9, 2022","ST September 9, 2022 Honorable Kathy Hochul Governor State of New York 633 3rd Ave 38th floor New York, NY 10017 Dear Governor Hochul:"
15164,15164-26190,Nikki Lucas,New York State Assembly,"September 9, 2022",We are writing to ask that you withdraw your support for the Metropolitan Transportation Authority’s (MTA) “Central Business District Tolling Program.”
15164,15164-26191,Nikki Lucas,New York State Assembly,"September 9, 2022","The Environmental Assessment (EA) released by the MTA on August 10th makes it clear that the only objectives of the Central Business District Tolling Program (CBD) are to 1) reduce the miles vehicles travel within Central Manhattan by five percent; 2) reduce the number of cars coming into Central Manhattan by 10 percent; and 3) create a significant new funding source for the MTA. To create this marginal traffic benefit to Manhattan residents living within the proposed central business district, the CBD tolling program would charge an exorbitant toll for driving, which would effectively redisperse traffic congestion across other parts of New York City and the tri-state area, rather than reducing overall traffic. This toll, along with the negative environmental and financial impacts of this increased traffic in their communities, would disproportionately harm low and middle-income outer borough residents. Furthermore, at no point does the EA provide any conclusive evidence that this program would provide a source of revenue that is a stable and sustainable, nor does the MTA commit to specifically improving public transportation in areas of the city where it is significantly lacking."
15164,15164-26195,Nikki Lucas,New York State Assembly,"September 9, 2022","Once again, we should look to London, where the clogged main and arterial roadways across the city have had a particularly deleterious impact on communities outside the congestion pricing zone. Spillover traffic and motorists trying to avoid congestion now take circuitous routes through residential areas across the city and in neighborhoods in Outer London – what locals pejoratively call “rat running.” Rat running has led to traffic in otherwise quiet, arterial roads to double in the decade between 2009 and 2019, according to DfT data. The problem has gotten so bad that many borough officials began taking matters into their own hands, embarking on a new car-reduction plan called Low Traffic Neighborhoods by erecting barriers to prevent outside motorists from using their streets. The EA supports this:"
15164,15164-26198,Nikki Lucas,New York State Assembly,"September 9, 2022","• Those travelling outside the CBD will see no reduction, and likely higher traffic volumes, despite the overwhelming number of New Yorkers who face congestion in Brooklyn, Queens, Staten Island, the Bronx, Nassau, on Long Island, the Hudson Valley, New Jersey, and Connecticut. In fact, even the optimistic data within the EA, shows traffic overall getting worse for Long Island, New Jersey, and Connecticut. In sum, the people who will pay the price get worse traffic. (Table ES-4) Mid-day and PM traffic volumes approaching the westbound George Washington Bridge will result in additional traffic throughout its northern Manhattan and South Bronx approaches. (4B-21) The EA estimates this will double pedestrian volume at already overcrowded NYC Subway stations in and around the central business district. (Table ES-4) The CBD Tolling Program Could Have Disastrous Health Impacts"
15164,15164-26203,Nikki Lucas,New York State Assembly,"September 9, 2022","Even so, these estimates are troubling, especially when you look at the effect London’s congestion pricing has had on air pollution in Outer London and its suburbs over the last two decades. The toxic air pollution being caused by the increased traffic there is leading to nearly 4,000 premature deaths a year and children being born at lower birthweight, stunted lungs, and higher incidences of asthma, according to a recent study by the Imperial College of London. The CBD Tolling Program is a Regressive Tax"
15164,15164-26199,Nikki Lucas,New York State Assembly,"September 9, 2022","Other concerning EA findings: • In every scenario, Staten Island will see more congestion from personal vehicles and trucks on highways and local streets. (Table 4A-25 & 4A-26) • In every alternative, the Bronx will see more traffic from thousands of additional commercial trucks, and in almost every scenario, the Bronx will see more traffic from personal vehicles. (Table 4A-28 &4A-29) Most of this additional traffic will be on the Cross Bronx Expressway, which has the distinction of having some of the worst asthma health outcomes in the nation. This tolling program will have little impact on the day-to-day life of wealthy commuters or residents within the Manhattan CBD. But the vast majority of the 1,856,000 people who enter the CBD by car each day – working- and middle-class residents of the outer boroughs and suburbs - and will now be forced to pay for these fortunate few. That is far greater than the entire population and beneficiaries living within the CBD. (EA Page 1-13). Even the EA begrudgingly admits, this toll would disproportionately impact on low-income New Yorkers, making this program a new regressive tax. (Table ES-4). Other EA findings:"
15164,15164-26202,Nikki Lucas,New York State Assembly,"September 9, 2022","• The amount of total vehicle miles traveled throughout the 28-county study area will be reduced by between 0.2% and 0.4% by implementing any of the tolling scenarios as compared to taking no action, and by 2045, that number will only climb to a maximum of 0.5% at best. Meaning, it is a $1 billion annual tax on the region, without any regional benefit. (Table 4A-6, 4A-7 & 4A-14) The increase in daily commuting costs for auto drivers from New York City outside of the CBD will range from 7.9% to 37.2%, most significantly impacting lower income and minority drivers. Increases to Long Island, Hudson Valley, New Jersey, and Connecticut drivers will range from 5.8% to 26.5% (Table 4A-18) Drivers from New York City outside of the CBD can possibly face total daily tolls of up to $38.20, with the tolls having a disproportionate effect on lowincome families (Table 4A-19) No alternatives to generate $1 billion in revenue other than car-related fees were considered by the MTA that could spread the cost out more equitable and progressively through the regional population. The EA estimates the CBD Tolling Program would increase dangerous atmospheric pollutants – particulate matter, nitrogen dioxide, carbon monoxide, and volatile organic compounds – for Staten Island and the Bronx (Table 10-8). Considering the predicted increases in spillover traffic, particularly the hundreds of new trucks expected to fill the roads in these boroughs each hour, these estimates are laughably low and defy common sense (Table ES-4). Congestion Pricing Is Not a Budget Unicorn"
15164,15164-26204,Nikki Lucas,New York State Assembly,"September 9, 2022","Congestion charge payments in London accounted for £232m (about $275 million) in revenue in 2021, or less than four percent of the total revenue for Transport for London (TfL), the city’s public transportation agency. Those figures came in after Mayor Sadiq Kahn increased the daily rate from £11.50 to £15 ($13 to $17.75) and adjusted the operating hours to includes 6PM-10PM and weekends to try to boost the agency’s income. The city’s congestion charge has failed to generate enough revenue to help TfL survive a precipitous drop in ridership and an economic downturn. The agency recently needed a $6 billion bailout from the federal government just to stay afloat. Considering London’s significantly higher traffic volumes, there is no chance the CBD Tolling Program would come close to generating the $1 billion MTA is projecting in the EA – especially when that figure does not incorporate exemptions that are being considered for New Jersey drivers, for-hire vehicles, and others. Given the MTA’s long, notorious history of fiscal mismanagement, cost-overruns, and failures to meet even the most generous project deadlines, it is simply magical"
15164,15164-26205,Nikki Lucas,New York State Assembly,"September 9, 2022","Given all of these factors, to say that the Central Business District Tolling Program is problematic is an understatement: It is a disaster waiting to happen. We cannot in good conscience support a project that would be so harmful to so many New York City residents, and as leader of this state, we urge you to reconsider. Thank you for your time, courtesy, and consideration. Very truly yours, Joseph C. Borelli Council Minority Leader District 51 Nicole Malliotakis Member of Congress NY-11 David Carr Council Member District 50 Kamillah Hanks Council Member District 49 Inna Vernikov Minority Whip District 48 Ari Kagan Council Member District 47 Kalman Yeger Council Member District 44 Joann Ariola Council Member District 32 Robert Holden Council Member District 30 Vickie Paladino Council Member District 19 Andrew J. Lanza NYS Senator District 24 Diane J. Savino NYS Senator District 23 Simcha Felder NYS Senator District 17 Vito Fossella Borough President Staten Island Michael Tannousis Member of Assembly District 64 Michael Cusick Member of Assembly District 63 Michael W. Reilly Member of Assembly District 62 Charles D. Fall Member of Assembly District 61 Nikki Lucas Member of Assembly District 60 Simcha Eichenstein Member of Assembly District 48"
3771,3771,Nicole Malliotakis,No Value,"August 22, 2022","The level of study conducted under the EA process to date is sufficient only to reinforce the concerns of millions of residents in the New York metropolitan area. We will be disadvantaged, and the errors of past transportation planners will be exacerbated by the MTA’s hasty push to conclude NEPA and implement their program. Further study, analysis, and mitigation proposals are clearly necessary before the CBDTP can proceed. The public comment period on this EA – conducted during one of the most challenging times of year for community engagement – must be extended to 90 days in order to garner sufficient input from our regions’ inhabitants. Not doing so suggests an intentional suppression of public input on the part of the MTA and FHWA, in direct violation of the spirit of NEPA. Our voices – including those of environmental justice communities in the Bronx and on Staten Island – must be heard, and that takes time. In addition to extending the current public comment period, I urge FHWA to continue its assessment of this precedent-setting cordon pricing zone by conducting a full and thorough EIS, along with the more fulsome and adequate public review and comment afforded by that process. Projects of far less consequence and less apparent environmental impact – such as the FRA’s recent EIS for the “Western Rail Yard” project in Manhattan – have been afforded a full and complete EIS analysis, while this program of tremendous consequence for an entire region has been pushed through at maximum speed, per the MTA leadership’s repeated statements. We cannot have it both ways: this review will either be treated with respect and conducted thoroughly, with community input, or it will be done fast to jam through an outcome that benefits the businesses and residents of lower and midtown Manhattan with little regard for the rest of our region. Please implement NEPA properly for this project; please choose community engagement and thorough analysis to ensure that the CBDTP is done right. The consequences of a rushed EA and FONSI are just too high."
9107,9107,Congresswoman Nichole Malliotakis,U.S. House of Representatives,8/25/2022,"Great. I want to thank you for putting together this comment period. But I do believe that this program is being jammed down the throats of the people that I represent and all New Yorkers. And I think that there is more time and transparency that is needed to ensure that the consequences of this program is understood before it's implementation. I understand that you guys do a shortcut here in terms of environmental impact. And I believe that there needs to be a full thorough environmental impact study and also an economic impact study to understand the consequences of what this will mean and the burden that it will place on our business community, on our residents, and on tourism. New York City is just getting back on its feet following the COVID pandemic. We are trying to get more people to come to our city, and I think that this is going to have a detrimental impact on that. And I think those consequences need to be understood considering that this is the first in the nation type program, 9107-4876 also as it relates to congestion in our city center. And I understand your goal of wanting to reduce congestion. But really, this is also about revenue. Let's be honest, right. There always been a war-on-cars approach, but there's always also been the need by the MTA to get more resources and revenue. I just feel that we need to pause here so it doesn't have an impact on the other constituencies that we represent. I rep a very toll-sensitive community, representing Staten Island. And as you know, we're the only borough that has to pay a toll to connect to the rest of the city. And I fear that this will lead to my constituents being double tolled. And no one should have to pay a 23dollar fee to have to connect to another borough in the city in which they live. And in terms of congestion, if you look at what occurred in London, the congestion just shifted. So I know my colleagues have brought up concerns about pollution in other areas. I mean, this is going to also just shift that burden to, you know, whether it's the Bronx, whether it's Manhattan above 60th Street, whether it's Downtown Brooklyn. And we need to understand the entire picture before we just jam this through. Now, I was very proud to support the five parties and infrastructure package because I understand that the MTA does need revenue for important capital projects, but hopefully expand its options to transportation deprived communities like mine. I'd rather have you look at those resources and opportunities for matching grant programs and understand that communities like mine, Staten Island sort of Brooklyn, we lack transportation options and so a lot of people do rely on their cars. 9107-4877 9107-4878 9107-4879 Let's get the city subways under control. Let's make them safe. Let's make sure people are not turnstile jumping or fare evading. And that should be the first step to try to satisfy the fiscal needs of the MTA. And I thank you for your time. Response to Congresswoman Nichole Malliotakis, U.S. House of Representatives, August 25, 2022 (Submission 9107) 9107-4874 9107-4879 See response to Frequently Received Comment 10 and Frequently Received Comment 12. Comment noted. Please see the response to Frequently Received Comment 23, Frequently Received Comment 24, Frequently Received Comment 4, Frequently Received Comment 25, and Frequently Received Comment 3. 9107-4875 The Environmental Assessment prepared for the CBD Tolling Program provides a thorough analysis of the full range of potential effects that may occur as a result of implementation of the Project, including a detailed analysis of the CBD Tolling Program’s potential effects on economic conditions (see Chapter 6, “Economic Conditions”). See also the response to Frequently Received Comment 31 and Frequently Received Comment 7. 9107-4876 See response to Frequently Received Comment 1. 9107-4877 See responses to Frequently Received Comment 16 and Frequently Received Comment 22. Also note that some of the tolling scenarios presented in the EA would charge much less than $23 for the peak period toll rate. Please see Chapter 2, “Project Alternatives,” of the EA for more information on the various tolling scenarios. As it relates specifically to tolls in Staten Island, recognizing Staten Island commuters’ unique situation, the MTA has held the toll rate steady for Staten Island residents since 2015. With E-ZPass, Staten Island residents who participate in the Staten Island Resident Rebate Program are tolled $2.75 at the Verrazzano Narrows Bridge, significantly lower than other major bridges and tunnels. 9107-4878 See the Technical Memorandum, Appendix 17D, “Environmental Justice,” and the response to Frequently Received Comment 39. For additional information on traffic diversions and effects on air quality, see response to Frequently Received Comment 33 and Frequently Received Comment 35."
12171,12171-25420,Nicole Malliotakis,U.S. House of Representatives,"August 18, 2022","Response to Nicole Malliotakis, U.S. House of Representatives, August 18, 2022 (Submission 12171)"
12171,12171-25419,Nicole Malliotakis,U.S. House of Representatives,"August 18, 2022","The EA’s travel demand modeling, as summarized in Chapter 4A, “Regional Transportation Effects and Modeling,” provides a comprehensive baseline of the travel The FHWA, in coordination with the Project Sponsors, has undertaken an unprecedented level of public outreach and stakeholder engagement. Contrary to the distances, tolls and transit fares, and travel times that confirm the long and expensive commuting costs faced by many residents of the region. Automobile commuting in the comment’s suggestion that the number of comments is small, this project has elicited far more comments than other large-scale regional transportation projects typically region from places with limited transit connections or long distances such as noted in the comment will continue. Only those work trips to and from the Manhattan CBD would be generate. While the comment cited 7,300 comments, that figure was related only to the early outreach period. In the formal public comment period, the project has received charged the additional toll and, for those trips, there are substantially more transit options available, and the vast majority of such work trips are already made via transit. approximately 15,000 comment submissions, comprising approximately 23,000 individual comments. In addition to this, letter campaigns totaling approximately 55,000 Additionally, those who continue to drive into the Manhattan CBD will benefit from reduced travel times related to reduced congestion. Also, see response to Frequently additional comments have been received over the course of the public comment period. Thus, in total, the process has led to over 85,000 comments. In addition, FHWA has Received Comment 23. extended the public comment period from 30 to 45 days and is responsible for reviewing all substantive comments on the EA prior to making a determination of whether a FONSI"
12171,12171-25423,Nicole Malliotakis,U.S. House of Representatives,"August 18, 2022","are not the dominant contributor to patterns of local movement. For example, about 2 a dramatic change of increased traffic and congestion in local communities. As percent of the CBD workforce originates from Staten Island, and nearly80 percent use transit. The 6,700 commuters who drive from Staten Island represent a small portion of the total workforce for the entire Richmond County which has a total population of about established in the regional VMT analyses of Chapter 4A, “Regional Transportation Effects and Modeling” and Chapter 10, Air Quality,” the change in traffic patterns as measured by Vehicle Miles Traveled is expected to be reduced or stay about the same 500,000 residents. While pandemic disruptions and increased levels of working from on a county by county basis (with notable exceptions for specific highway segments in home have changed the temporal distribution of work travel, the worker population tied to CBD trips would not greatly alter localized conditions during the day, particularly as travel for work rebounds throughout the region. Also, see response to Frequently Staten Island and the Bronx that are expected to have some level of traffic diversion around the CBD under certain tolling scenarios). Also, see response to Frequently Received Comment 33, Frequently Received Comment 35, Frequently Received Received Comment 7, Frequently Received Comment 33, and Frequently Received Comment 36 and Frequently Received Comment 39. As noted in Comment 2, the localized changes to travel patterns are unlikely to result in Comment 35."
14490,14490-25706,Nicole Malliotakis,U.S. House of Representatives,"September 14, 2022","Response to Nicole Malliotakis, U.S. House of Representatives, September 14, 2022 (Submission 14490)"
14490,14490-25704,Nicole Malliotakis,U.S. House of Representatives,"September 14, 2022",See the response to Frequently Received Comment 11 and Frequently Received Comment 12.
14490,14490-25705,Nicole Malliotakis,U.S. House of Representatives,"September 14, 2022",See the response to Frequently Received Comment 10.
14490,14490-25707,Nicole Malliotakis,U.S. House of Representatives,"September 14, 2022","See the response to Frequently Received Comment 10 and Frequently Received Comment 11. Nicole Malliotakis, United States House of Representatives, September 23, 2022 (Submission 15110)"
14490,15110-25716,Nicole Malliotakis,U.S. House of Representatives,"September 14, 2022","Nicole Malliotakis, United States House of Representatives, September 23, 2022 (Submission 15110) - Continued"
14490,15110-25720,Nicole Malliotakis,U.S. House of Representatives,"September 14, 2022","Nicole Malliotakis, United States House of Representatives, September 23, 2022 (Submission 15110) - Continued"
14490,15110-25722,Nicole Malliotakis,U.S. House of Representatives,"September 14, 2022","Nicole Malliotakis, United States House of Representatives, September 23, 2022 (Submission 15110) - Continued"
14490,15110-25723,Nicole Malliotakis,U.S. House of Representatives,"September 14, 2022","Response to Nicole Malliotakis, United States House of Representatives, September 23, 2022 (Submission 15110)"
14490,15110-25717,Nicole Malliotakis,U.S. House of Representatives,"September 14, 2022",Program and successor programs. Some of these capital projects would address existing deficiencies to ensure the long-term viability of current assets and “improving Comment noted.
15147,15147-25952,Nicole Malliotakis,U.S. House of Representatives,"September 9, 2022","THE COUNCIL DISTRICT OFFICE OF 2955 VETERANS ROAD WEST, 2E STATEN ISLAND, NY 10309 PHONE: (718) 984-5151 FAX: (718) 948-1592 THE CITY OF NEW YORK JOSEPH C. BORELLI MINORITY LEADER sanguine conclusions, since London is now the most congested city in the world, according to INRIX, a leading worldwide traffic analytics firm (see Inrix Global Traffic Scorecard, 2021). Certainly, we should be skeptical if we are copying a congestion pricing program that, after two decades, has resulted in far worse traffic than New York City currently experiences. CITY HALL 250 BROADWAY, SUITE 1551 NEW YORK, NY 10007 PHONE: (212) 788-7159 Borelli@council.nyc.gov COUNCIL MEMBER, 51ST DISTRICT, STATEN ISLAND The Potential Benefits of the CBD Tolling Program are Being Oversold"
15147,15147-25953,Nicole Malliotakis,U.S. House of Representatives,"September 9, 2022","ST September 9, 2022 Honorable Kathy Hochul Governor State of New York 633 3rd Ave 38th floor New York, NY 10017 Dear Governor Hochul:"
15147,15147-25950,Nicole Malliotakis,U.S. House of Representatives,"September 9, 2022",We are writing to ask that you withdraw your support for the Metropolitan Transportation Authority’s (MTA) “Central Business District Tolling Program.”
